GPST AZ LAT LON
1298964534.095214 262.7385107988438 5959.77423 03017.37437
1298964534.443149 267.2866513018395 5959.77419 03017.37395
1298964534.684521 268.4515900789 5959.77414 03017.37373
1298964534.875722 269.739179269725 5959.77410 03017.37299
1298964535.28348 270.862549019459 5959.77409 03017.37269
1298964535.4748 271.53751096548075 5959.77413 03017.37209
1298964535.658519 271.8279381410384 5959.77407 03017.37178
1298964536.058482 269.90509649379976 5959.77407 03017.37138
1298964536.249939 269.10860723807303 5959.77409 03017.37108
1298964536.441184 268.64073639430467 5959.77411 03017.37065
1298964536.641071 266.2623965383914 5959.77413 03017.37036
1298964536.888042 266.004242707954 5959.77411 03017.37002
1298964537.005169 265.48885191502166 5959.77412 03017.36963
1298964537.080555 265.5719624031949 5959.77412 03017.36931
1298964537.4899 268.1962734255042 5959.77408 03017.36895
1298964537.605511 268.9033607110248 5959.77408 03017.36867
1298964537.673159 268.90426153140567 5959.77407 03017.36834
1298964538.021942 273.2183583240111 5959.77405 03017.36797
1298964538.221002 273.4505750191613 5959.77401 03017.36731
1298964538.420065 274.7076295964301 5959.77405 03017.36700
1298964538.621667 273.8042955150881 5959.77401 03017.36656
1298964539.021141 273.024681981598 5959.77396 03017.36614
1298964539.253597 272.0218128853337 5959.77397 03017.36582
1298964539.452578 272.84688474586835 5959.77392 03017.36551
1298964539.520402 273.0691084535777 5959.77391 03017.36522
1298964539.861383 273.89056991942067 5959.77390 03017.36489
1298964540.052735 274.3668315886104 5959.77383 03017.36413
1298964540.301749 273.30577982978696 5959.77379 03017.36370
1298964540.650608 272.5141986438403 5959.77366 03017.36345
1298964540.834198 273.06067026982316 5959.77363 03017.36319
1298964541.07554 272.58592262334224 5959.77351 03017.36282
1298964541.274674 270.5026692713223 5959.77342 03017.36249
1298964541.473612 268.04822699228737 5959.77333 03017.36219
1298964541.66679 265.3450153933583 5959.77330 03017.36192
1298964541.748176 264.54418847289946 5959.77322 03017.36159
1298964542.098815 262.90420889887713 5959.77311 03017.36126
1298964542.297904 262.1927818847891 5959.77310 03017.36097
1298964542.371861 263.0796962274442 5959.77303 03017.36064
1298964542.728662 265.9703754165737 5959.77305 03017.36038
1298964542.921542 268.065699360384 5959.77291 03017.35966
1298964543.13049 267.7256908275212 5959.77287 03017.35934
1298964543.371183 266.9092804076143 5959.77281 03017.35895
1298964543.721861 266.27703450213255 5959.77276 03017.35863
1298964543.845059 266.4017007609424 5959.77272 03017.35835
1298964544.121664 266.0759851283223 5959.77268 03017.35777
1298964544.478041 265.3390664701297 5959.77257 03017.35740
1298964544.677058 265.9491988092424 5959.77252 03017.35709
1298964544.752644 265.795828050086 5959.77252 03017.35681
1298964544.951721 267.3196362117757 5959.77247 03017.35646
1298964545.360991 269.35273723679546 5959.77255 03017.35623
1298964545.550474 270.6265207267887 5959.77247 03017.35589
1298964545.734036 269.86522171259764 5959.77244 03017.35562
1298964545.917762 268.14281341814615 5959.77247 03017.35536
1298964546.101456 266.6337828514133 5959.77242 03017.35496
1298964546.290873 263.7122829713413 5959.77245 03017.35435
1298964546.69252 266.5634153259007 5959.77251 03017.35414
1298964546.883803 268.8419137424764 5959.77219 03017.35333
1298964547.082855 272.91458832252727 5959.77209 03017.35302
1298964547.505681 274.358060842037 5959.77186 03017.35227
1298964547.700072 273.3220960656232 5959.77182 03017.35195
1298964547.896455 270.7069776506375 5959.77174 03017.35159
1298964548.313239 267.29162446210074 5959.77166 03017.35129
1298964548.512389 268.2201008436338 5959.77160 03017.35098
1298964548.71298 267.82454364271643 5959.77144 03017.35036
1298964549.078807 268.88039863191204 5959.77137 03017.34999
1298964549.31107 268.0305651875377 5959.77128 03017.34931
1298964549.504452 269.6643060410927 5959.77124 03017.34900
1298964549.927758 269.8487126796886 5959.77122 03017.34873
1298964550.126874 270.8223226421369 5959.77120 03017.34844
1298964550.320052 267.81289894817183 5959.77119 03017.34809
1298964550.56896 266.5010669343881 5959.77115 03017.34775
1298964550.760544 263.47196061052216 5959.76967 03017.34771
1298964550.943949 263.3660863168967 5959.76937 03017.34876
1298964551.017678 264.08110733095464 5959.76917 03017.34954
1298964551.375985 262.54618717630757 5959.76870 03017.35042
1298964551.559776 263.0558811563508 5959.76876 03017.35075
1298964551.799852 262.50308949032615 5959.76905 03017.35087
